,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
8527,413,11,180,1954,691,73,86,0,975,3416,298,779,1408,623,478,81,352,205,232,330,1910,145,315,261,247,565,16,1156,2212,12,415,420,14,785,24,176,136,506,89,677,1126,748,181,739,386
8528,394,51,236,2025,565,115,134,122,1103,2475,31,685,2401,664,219,43,171,303,283,548,2234,176,466,446,309,913,52,1322,3424,34,146,729,58,807,53,335,156,182,83,531,1239,1028,232,962,821
8529,541,8,145,1934,793,156,164,17,829,1671,191,1378,3473,449,360,127,151,491,439,426,1536,263,620,241,741,328,99,899,3542,36,298,737,18,466,118,870,209,265,150,1199,1288,1343,699,131,832
8530,1539,16,873,8774,2577,654,854,448,3275,12595,430,5987,8838,2792,939,540,1268,1929,2153,1614,7942,762,2384,1816,2294,3212,484,5048,14439,215,878,2618,71,3042,276,2097,497,1576,529,3462,4534,3518,879,2312,3563
8531,478,0,308,2260,448,178,110,10,1120,4190,7,305,3502,718,406,66,215,506,415,277,2708,101,785,349,509,409,62,1292,3487,12,235,471,46,1031,42,186,244,137,0,769,113,469,494,961,779
8532,338,0,116,1423,640,150,47,57,724,3162,1,508,2281,373,542,11,94,328,380,357,2693,0,449,153,227,792,22,881,2862,0,124,822,64,408,2,40,306,634,19,372,1067,797,159,397,879
8533,756,39,318,2257,614,199,135,145,1320,3137,1,1317,3483,483,341,365,84,772,616,378,2392,208,819,663,365,1188,122,653,3959,32,464,718,22,1026,224,568,45,391,102,707,1328,1668,448,1132,1317
8534,1125,8,138,4704,1237,196,242,145,733,3689,242,2329,5476,767,660,46,324,920,878,377,3246,512,893,645,681,1387,255,1538,4092,7,485,264,2,1360,121,423,350,302,180,900,1798,1627,227,1519,1269
8535,674,1,291,2492,761,551,298,38,1740,5561,256,1164,2640,1097,725,286,415,660,580,361,2939,344,664,607,559,987,108,1477,5929,19,406,868,2,1570,164,440,250,456,128,423,1927,1602,417,1248,1710
8536,611,91,303,4219,651,156,320,131,1386,4451,76,2087,4039,510,583,250,131,691,883,404,3746,48,963,415,1099,905,110,778,3347,61,387,999,26,1404,94,517,445,513,218,1295,1756,722,398,1134,487
8537,281,100,351,2085,687,306,51,65,1326,4067,129,1481,3564,616,428,38,194,373,319,154,307,350,784,360,396,868,37,1524,2884,6,327,972,12,920,221,440,89,980,53,732,14,1029,381,1156,92
8538,283,10,258,1200,622,101,126,108,761,1558,97,813,1712,430,128,65,131,487,174,171,1261,221,389,161,350,550,115,1058,2173,20,243,572,8,387,58,288,189,238,91,432,901,577,220,691,514
8539,689,39,153,2754,806,183,173,40,1288,3392,126,1458,3440,743,466,126,234,441,361,440,1945,340,775,319,409,876,119,1058,3752,11,339,650,0,875,80,626,320,682,110,738,1524,1233,194,781,695
8540,612,121,247,2540,554,59,362,0,1454,4496,165,1170,3970,407,166,143,85,205,272,479,3119,121,472,154,428,450,64,1405,2390,20,304,912,56,1362,27,298,354,479,108,798,1612,1284,419,984,1176
8541,664,15,144,2934,628,69,110,78,728,2632,67,514,2098,714,475,102,149,478,308,148,1285,272,470,340,637,572,127,1205,3143,27,303,783,21,886,114,590,295,405,287,641,1096,729,213,833,671
8542,638,0,237,3802,1413,438,407,242,2549,8392,0,3339,4136,1506,493,8,358,981,419,819,4164,555,1526,1027,1544,1836,77,2087,7780,20,387,1689,73,1406,313,1117,423,402,472,1747,2493,2175,486,1660,1815
8543,298,41,50,689,135,27,124,67,638,1573,61,577,1408,163,148,34,162,176,169,126,943,153,380,101,214,392,0,468,1852,1,40,341,22,260,0,246,107,320,14,224,620,312,182,413,357
8544,1169,23,107,2658,1100,255,354,168,2244,5697,468,2529,5759,940,484,126,566,1208,768,678,3030,693,977,590,831,1341,178,2277,5844,59,401,1212,14,1080,156,779,357,930,382,1104,2296,1513,667,1666,1489
8545,467,9,179,2319,524,62,77,94,837,2855,253,1199,2306,602,599,28,113,320,262,268,1868,238,272,164,293,515,76,1099,2455,4,291,820,24,704,168,503,206,545,7,508,159,854,171,784,751
8546,353,1,112,1422,685,106,109,58,925,2031,71,754,2277,436,288,38,114,295,225,232,1509,149,635,266,473,253,37,373,1677,36,124,426,4,561,93,248,226,113,76,383,351,897,274,690,4
8547,1403,0,749,4421,1851,374,646,317,3461,9070,425,4763,8592,2485,1282,319,705,1688,1240,1342,7505,665,2136,1190,1280,1966,481,3660,9569,26,824,2268,169,2711,249,1707,686,1725,338,2738,4283,3554,1037,3093,3012
8548,333,0,138,1278,260,106,196,49,316,1342,106,473,645,160,147,82,66,214,168,100,483,236,253,99,295,222,77,406,1312,3,91,334,0,467,28,346,128,140,53,321,399,279,48,456,409
8549,1307,0,490,4773,1160,315,2,222,2300,6814,438,2335,5770,1132,437,92,219,821,738,480,3474,655,833,515,1024,644,421,2425,6537,159,159,1054,49,2145,193,1355,425,613,168,1123,2416,1991,450,1827,657
8550,953,0,491,2891,815,26,617,42,2268,5074,399,2664,6110,1188,763,364,234,681,947,570,3041,626,696,310,395,1107,314,1100,6488,11,436,1309,18,1962,98,1094,474,804,47,1006,2034,1596,484,1445,607
8551,423,0,179,2712,848,142,279,189,829,4334,232,641,2471,1215,329,114,517,574,386,240,3243,472,345,157,665,1032,200,1520,4716,122,189,778,138,1155,305,940,439,670,223,35,2144,1351,628,216,922
8552,1261,15,1174,4772,1524,340,419,345,3166,10465,226,2335,3623,1579,976,347,1032,1852,1617,1014,6210,652,1099,453,1413,1991,353,2585,10903,43,968,1606,30,2598,131,1619,715,1749,582,2457,3087,2690,408,2742,3120
8553,927,0,549,6467,1277,215,462,320,2214,7909,298,3375,6316,1562,918,386,121,762,940,506,4390,918,1824,634,1087,1358,521,2308,7007,208,597,1021,80,2175,446,1491,816,1624,292,1982,2327,2387,532,1189,1544
8554,244,62,53,1023,343,28,98,0,556,1580,3,545,1211,47,224,10,124,111,50,212,1106,106,312,169,101,350,22,613,1201,23,45,296,10,391,33,162,22,168,56,273,664,132,105,397,353
8555,533,15,119,1532,836,148,236,5,1549,2878,294,1566,3495,605,415,125,151,425,489,552,2608,416,1038,321,441,893,110,1503,2896,5,94,566,23,1023,153,564,259,439,74,601,1382,891,116,136,504
8556,1254,114,171,5208,1241,1,622,0,2510,5966,107,2425,6904,1186,661,5,608,1004,1190,615,3217,825,1332,845,755,738,375,2462,7644,15,642,1541,104,1505,235,1115,893,826,520,1643,3007,2591,998,1875,1812
8557,1293,10,425,3680,1288,224,372,294,1070,4800,119,2494,816,1030,556,326,154,552,1029,365,3428,184,1247,644,1122,1580,136,1577,5908,97,328,698,58,2278,163,747,400,1075,44,867,2057,1923,347,1679,735
8558,214,19,102,968,268,89,226,68,649,1708,23,553,1838,283,91,44,193,206,147,191,1095,136,468,152,247,389,49,701,1764,7,121,381,40,621,17,277,115,242,19,252,813,480,141,581,417
8559,1445,70,195,5181,1067,387,385,189,1989,4744,545,4041,4359,966,651,474,569,1456,1269,423,3547,615,1423,621,1382,2072,158,2471,7769,124,703,1390,86,1287,226,1711,507,1043,355,1420,2644,2262,685,2601,1782
8560,332,12,162,1882,501,101,205,39,1003,2124,179,784,2288,442,270,89,265,312,285,248,1353,213,477,119,309,209,0,581,2744,13,336,602,35,728,97,365,127,337,91,665,700,835,128,1039,822
8561,365,25,102,1546,473,10,95,0,1114,2269,151,522,18,328,74,43,415,445,318,210,954,199,293,132,296,313,34,840,2378,23,164,508,0,565,0,136,189,242,108,437,958,793,124,753,753
8562,501,83,180,4011,936,335,394,162,2019,4800,107,1547,1468,817,405,200,599,607,664,288,1825,446,562,605,754,531,128,703,3957,12,210,1130,66,850,35,551,0,32,195,1078,2217,1342,330,746,1321
8563,562,0,42,2384,883,27,1,171,730,3640,116,381,3528,779,270,70,359,560,275,249,1649,325,881,476,406,936,69,740,3045,32,185,636,8,686,134,500,179,548,98,1252,1415,1437,261,1260,545
8564,869,30,99,4053,1038,69,507,38,1885,2928,72,2208,2728,952,526,31,370,707,397,715,2924,139,1321,433,573,798,119,927,4565,83,542,870,47,1215,152,473,465,928,218,739,1710,1322,397,1182,1239
8565,76,162,18,2491,760,54,207,70,1430,4465,61,1108,3072,950,431,104,87,265,605,276,1356,198,838,562,658,879,237,1292,4661,0,25,749,32,692,186,549,301,315,53,110,1318,1221,131,1330,986
8566,517,0,203,1636,584,35,39,27,473,1829,66,709,1597,498,258,90,230,256,280,148,1378,88,231,225,413,649,150,654,2260,18,142,263,18,650,80,416,199,119,131,399,755,667,84,475,418
8567,536,67,569,3279,858,199,210,168,792,3135,512,998,4153,993,351,90,88,309,569,375,2004,558,772,467,699,1454,238,1455,3100,45,325,735,40,1039,32,787,163,637,125,1176,1433,1223,256,1305,1527
8568,497,20,267,2457,1083,250,255,358,1636,4387,166,1521,3759,970,452,104,432,364,334,602,2529,497,396,419,570,884,134,1794,3307,25,225,1000,34,1182,53,393,244,743,126,1322,971,1429,241,932,1633
8569,1275,0,474,5068,215,375,13,174,1124,5539,31,1963,3866,1403,187,34,430,528,699,276,3484,1190,1124,264,88,981,749,1722,7643,27,404,1454,142,1407,266,1258,400,905,340,452,2245,1465,533,1657,1503
8570,1566,8,464,5666,1604,377,476,238,2764,7520,128,3516,8066,1726,1177,155,309,1408,1146,619,4571,1066,2171,937,1133,2188,349,3776,7542,237,778,1570,82,1264,329,1662,499,984,167,2222,3387,3246,392,2399,2253
8571,433,118,165,1984,526,137,255,21,1284,3702,4,1341,2045,442,311,28,388,592,557,270,2317,246,979,641,401,846,137,1416,3424,102,267,886,84,1001,47,659,103,334,207,528,1214,966,223,918,466
8572,441,65,323,1885,601,101,80,7,1317,4782,7,1466,3219,863,442,104,195,404,639,232,2940,307,658,518,666,1064,169,1534,3248,14,188,348,23,938,124,363,245,127,94,765,1547,1002,434,1090,1193
8573,348,0,443,3247,972,190,437,0,1201,4996,47,1568,3503,1009,566,70,255,766,322,349,2982,430,727,396,707,833,94,2137,4149,32,362,1021,66,1437,130,605,449,903,185,934,1579,1128,377,1609,1497
8574,308,16,227,1386,635,150,134,25,1308,2766,235,1351,2897,731,492,29,123,504,242,217,2104,385,871,462,395,596,51,1071,3404,15,346,728,68,1043,95,411,334,1017,171,605,1572,756,87,145,615
8575,343,8,66,969,443,86,222,43,909,2349,33,569,1734,468,237,66,242,134,424,259,1570,205,466,299,325,443,44,858,2404,25,143,536,24,615,85,432,258,288,88,16,823,96,208,601,236
8576,391,25,24,2120,590,114,32,37,1402,1235,101,1378,1678,1030,446,85,146,503,317,554,1919,7,440,434,483,322,34,590,2661,36,20,865,74,530,50,429,143,341,39,750,451,407,232,766,913
8577,970,139,173,4227,1313,198,199,405,665,3601,58,2441,4022,566,200,143,186,964,201,363,3749,792,855,483,995,745,300,344,5101,11,552,1316,20,1131,147,1382,291,799,258,1009,930,1227,363,1601,1152
8578,299,3,82,767,326,36,177,46,409,1037,57,658,1311,264,147,127,75,156,108,86,785,162,349,209,370,330,108,509,1576,64,177,352,8,490,47,319,85,262,70,286,395,443,116,302,458
8579,1665,0,373,6070,1794,417,666,212,3036,7986,440,2009,5363,1295,788,345,899,1343,1365,888,5186,1062,1278,2206,1457,2148,446,3010,9382,129,737,1778,36,2832,425,2080,663,1290,628,1151,3192,3330,707,3370,1698
8580,1291,4,337,3817,913,168,399,304,1631,5012,44,2204,4614,1008,154,143,323,282,774,281,2686,412,1337,503,872,961,337,1470,4519,117,634,1006,0,469,204,645,768,1061,92,1384,1985,1046,413,1346,450
8581,1159,1,475,4758,1527,317,347,148,3237,6383,537,1492,2534,1011,867,375,430,1378,1025,290,4559,736,934,1154,1131,1934,131,2587,5408,107,647,1019,44,2569,82,1352,394,1367,538,1520,2863,2464,474,2636,1691
8582,367,0,11,1561,171,67,79,2,457,1675,122,856,1767,206,161,42,211,137,319,188,989,107,397,216,206,513,59,528,1997,35,96,357,4,432,85,380,120,189,80,418,685,741,178,420,536
8583,432,0,49,3625,1468,142,183,27,1156,4917,154,2013,5557,993,531,128,474,557,679,507,3796,860,608,283,541,1175,226,1719,5398,11,329,732,52,540,196,508,454,624,210,879,2098,1301,426,1989,1740
8584,607,41,285,2930,866,108,561,118,847,3190,105,1856,4402,666,454,182,125,685,592,242,3234,440,1029,425,822,973,263,1675,3421,12,409,472,46,711,126,1195,173,609,282,1145,1596,990,236,835,1053
8585,1889,115,535,4000,1868,659,1269,84,3897,9472,274,5619,10398,1747,1097,389,721,1408,1460,955,6668,1050,2563,1193,1491,2482,460,3240,12314,197,762,1710,73,3154,460,1826,699,1896,374,2336,4117,2754,1060,2558,2045
8586,257,81,90,978,131,32,155,59,503,1877,164,370,916,431,113,16,118,216,167,201,748,110,99,183,145,217,16,863,2097,14,72,230,24,497,23,248,58,243,100,436,877,384,78,629,612
8587,230,1,79,1026,334,7,63,97,380,1900,99,447,805,306,258,35,192,225,139,193,1225,106,165,249,165,428,43,473,1049,7,166,406,4,463,52,215,124,152,57,526,539,642,213,657,526
8588,1251,57,349,6181,1859,711,606,228,2794,8781,50,3282,9374,1366,797,448,545,1763,771,1024,5206,1210,1585,1450,1492,1847,432,2405,6888,107,643,911,7,2149,25,582,646,1338,352,2189,3483,2160,569,2140,2658
8589,1258,84,605,6169,1231,519,560,323,2122,7293,438,1919,3351,1660,973,283,540,1392,1164,597,4394,776,986,1274,1356,1546,435,2799,7512,50,658,1939,20,1919,379,1390,674,777,294,1735,3070,2642,832,1833,1778
8590,154,0,53,1096,454,99,27,1,232,1479,81,856,1535,424,156,13,130,132,155,325,1674,174,307,148,128,398,34,51,1643,0,61,461,108,618,85,106,165,376,49,276,788,500,109,402,496
8591,1273,0,317,3500,824,105,577,48,2182,3631,108,1949,3644,1150,544,16,768,1109,964,251,2798,926,842,490,709,1245,265,2220,6872,98,324,916,115,1095,0,866,282,696,317,280,1314,2236,663,1824,1939
8592,300,0,112,1089,1015,97,12,97,865,3930,458,428,1320,552,236,48,287,505,415,568,1655,319,327,737,329,704,41,691,3084,39,211,993,4,553,41,602,285,245,36,273,1116,468,430,877,857
8593,1654,0,824,9533,3022,728,944,271,3983,10600,93,4571,7893,2008,1086,415,917,2231,1299,992,6992,967,2133,1988,1572,2176,515,3845,11899,102,687,2065,14,2172,273,1924,940,1598,473,1569,4464,4158,1376,3594,3090
8594,390,11,121,1979,353,49,112,75,331,2114,66,1037,1122,118,352,64,124,219,366,182,928,142,316,78,349,277,99,652,1693,30,239,408,20,760,34,617,128,471,71,506,833,313,137,298,381
8595,280,3,110,573,354,34,26,108,520,1660,45,547,1805,166,169,4,161,305,125,215,732,208,353,236,207,378,62,769,1254,26,131,265,10,272,112,185,91,163,61,197,659,289,219,465,440
8596,343,0,78,1593,152,94,121,43,472,2144,0,310,528,0,1,24,0,133,360,64,1491,96,249,81,90,245,90,588,699,7,0,523,0,82,54,164,104,163,10,103,152,410,1,271,296
8597,586,17,69,1445,537,111,239,72,121,3568,25,1283,3195,403,519,80,78,553,253,592,2533,321,853,483,169,729,93,1203,2045,4,156,611,69,1034,58,288,317,496,81,844,181,330,176,298,799
8598,109,28,294,2849,1328,20,552,155,1716,5247,465,1377,3602,963,654,50,300,642,550,415,3566,550,985,641,600,1043,119,1484,4908,3,246,1457,8,724,147,449,298,827,99,1033,530,1541,289,1784,1871
8599,793,0,204,1215,578,40,187,128,1043,3293,80,1681,2926,570,231,161,140,352,472,129,2253,145,596,148,381,481,175,951,2951,41,348,498,4,539,149,1044,321,620,315,2,1428,639,351,821,548
8600,654,79,186,2296,333,108,327,116,2165,4267,190,953,2388,971,478,162,532,943,699,279,2504,516,456,174,687,712,127,766,4898,10,317,963,26,1413,28,962,285,645,286,799,1579,1573,262,1585,1321
8601,82,0,98,52,348,63,43,19,675,2153,32,289,804,397,175,60,186,122,138,275,655,98,287,106,219,375,29,415,1953,21,198,385,13,396,38,259,118,11,55,474,39,504,135,481,423
8602,265,11,77,1386,398,192,112,66,643,1204,68,760,2182,232,134,27,150,267,277,98,1105,86,318,183,254,412,39,599,2063,16,138,401,20,442,88,353,211,332,64,430,805,442,240,523,643
8603,506,0,235,1517,523,145,49,0,1092,3209,187,451,1214,459,388,118,317,296,592,244,2056,316,431,213,275,826,46,982,2588,15,294,498,16,922,101,487,179,490,157,500,824,1044,423,786,670
8604,1634,100,1120,7295,2956,670,970,365,5247,12593,572,5995,11047,2829,2022,572,1051,2578,1818,1637,9438,1721,2505,1922,2020,3259,550,4800,11086,123,1522,2314,143,2398,544,2003,1115,2402,759,3925,5711,5095,1544,5001,4053
8605,341,1,37,1377,562,97,123,224,567,1615,77,943,2389,146,275,51,4,229,399,220,1242,242,194,268,159,623,83,799,2755,22,244,522,0,142,73,325,117,540,88,428,886,624,333,571,867
8606,832,96,177,2825,1089,227,401,182,2182,3989,196,1876,3544,1098,462,356,364,1293,706,324,2665,387,851,817,730,1311,37,1463,6553,17,581,1255,37,1021,174,1103,506,681,287,1316,1691,1415,243,1240,1398
8607,591,88,257,2568,1377,103,87,161,1786,2451,251,2337,4222,897,539,132,231,642,554,225,3170,459,906,292,800,722,64,899,3986,35,369,961,10,1063,70,445,392,430,58,788,2039,999,457,1170,1611
8608,2432,0,988,11189,2398,716,445,823,3826,11695,602,6089,11827,2324,2368,363,819,1597,1390,1509,8525,1094,3795,1404,2234,3092,937,4748,12006,183,859,2761,136,2533,363,2491,1262,1500,381,2418,6030,4092,1121,2803,3553
8609,915,83,467,4837,1155,252,643,409,2013,6647,281,1422,3164,1175,829,147,412,827,933,685,2956,562,693,1053,867,888,246,2056,5949,42,432,941,0,653,5,1364,385,706,19,839,2353,1000,438,1309,1184
8610,193,0,71,1120,330,83,88,33,649,1818,0,544,1567,313,182,36,243,193,222,127,1155,97,329,140,153,290,58,538,1615,25,77,365,50,376,28,218,34,8,75,438,723,395,165,341,425
8611,1845,117,617,8518,1964,280,822,739,3228,9076,400,2614,7339,1151,1130,399,578,1301,1712,911,7149,714,2123,1145,1638,2073,695,3911,9560,313,852,2609,84,4539,307,2471,1125,2072,747,1397,4228,3175,968,3166,1940
8612,252,0,211,3539,883,135,389,195,1452,4248,2,129,2459,1106,270,7,496,741,343,477,2152,300,557,457,244,1008,214,664,3716,11,246,181,24,1028,0,667,216,113,215,902,1399,1206,737,613,1429
8613,248,0,207,1411,533,88,71,21,726,3413,87,890,2811,695,391,90,211,474,395,382,2203,168,613,349,367,504,9,1101,3050,8,129,770,78,923,86,396,357,584,39,498,1,965,449,1105,744
8614,1727,0,368,5254,1612,421,685,123,2187,9047,310,4142,4871,1836,593,371,618,1496,1136,475,3412,597,1704,501,1594,639,333,1646,9861,156,292,1765,20,2400,226,1074,619,981,189,2045,2959,1752,589,2089,756
8615,979,84,431,5249,1228,311,322,145,2792,4807,701,1524,3465,1100,734,113,601,1138,1056,664,4975,647,752,606,730,1107,200,2577,7667,62,621,1064,20,2090,79,1032,329,2133,243,1431,2731,1670,631,2086,2098
8616,758,0,428,2768,896,52,335,340,1558,5743,158,1324,2470,1199,415,119,223,654,1282,544,4514,546,816,232,1042,1050,329,2056,5943,64,395,1152,138,1691,14,1037,298,468,165,1565,2210,2089,384,1462,1853
8617,546,0,77,2629,723,162,24,38,963,2261,0,992,3718,194,272,0,383,708,453,130,2005,319,1004,432,566,766,229,1283,3822,107,396,581,82,913,222,705,218,191,232,757,1386,659,297,705,1189
8618,473,19,353,3088,1232,175,277,110,2132,6604,5,1731,4468,1252,220,213,782,578,706,856,4225,597,819,391,886,1194,129,2079,6630,7,334,1282,14,735,237,731,324,1077,228,1647,1376,1831,735,1544,1219
8619,261,60,93,1308,483,100,25,28,525,2235,85,289,819,348,261,24,130,243,186,289,1475,153,172,167,105,493,26,629,1713,34,98,448,0,519,23,284,132,324,45,215,680,676,179,369,398
8620,788,28,568,3905,1276,91,603,175,2242,5532,441,2392,5104,1376,936,0,515,347,868,564,3641,458,1597,424,740,1413,226,1760,4867,56,317,1106,67,929,194,1013,415,882,290,1446,2469,2026,384,1774,2005
8621,527,0,80,1771,1011,107,213,46,1523,4332,257,1555,4118,606,226,122,467,315,293,627,1767,401,535,620,219,1003,99,1539,3628,64,256,888,6,942,142,270,173,57,116,646,1290,707,524,133,1203
8622,530,0,246,2267,685,52,50,138,396,3486,43,1291,2841,359,393,69,270,398,344,373,1343,251,573,279,207,620,123,1311,2194,36,97,602,4,920,218,324,258,703,164,682,996,781,402,1098,706
8623,980,154,643,5202,1264,52,609,173,2281,6944,625,1211,3350,1281,857,602,238,960,1333,329,4012,727,1410,625,1353,1961,290,2639,5662,22,399,1128,0,1571,416,1820,503,266,184,1570,1760,1650,656,1965,1834
8624,747,97,272,3895,1562,432,133,153,3035,8240,230,1690,3568,1384,859,291,358,1222,816,735,4123,1044,843,631,1229,1612,134,2017,7266,154,635,1784,20,1914,252,934,578,700,110,1262,2795,1964,710,2398,1499
8625,352,2,97,2390,535,64,57,88,1139,1914,130,1082,1709,453,495,67,181,436,433,337,1267,212,327,360,351,774,73,860,1820,27,176,667,59,325,6,548,134,311,135,503,1156,727,216,956,515
8626,2347,498,1288,9645,3908,467,630,219,6122,15889,843,6978,16951,2637,1561,457,883,3222,1935,1379,9823,1825,3259,2214,2335,3037,564,5518,19155,118,1833,3213,159,3972,686,1957,763,2631,556,2940,4169,4557,1416,5098,5350
8627,677,6,277,2862,586,191,141,63,1541,2569,0,1361,2981,395,299,105,194,462,516,308,2116,150,761,236,345,934,62,673,3221,11,141,267,118,481,11,611,179,658,180,477,998,404,221,933,902
8628,330,0,121,1710,193,166,238,36,723,2399,10,545,852,185,292,159,155,484,350,105,1310,234,168,485,462,714,15,827,2141,7,194,311,26,679,6,301,166,200,101,632,150,1137,275,458,546
8629,285,5,89,940,323,100,111,37,439,1169,26,402,785,164,183,80,74,303,163,148,886,136,79,163,340,229,44,622,1527,37,140,250,14,507,58,248,68,376,75,483,550,671,98,434,534
8630,2651,54,893,13927,3192,685,1278,209,5610,12825,727,6156,16257,2686,1826,1081,1618,2257,1919,1542,9040,1807,4023,2005,2005,3582,450,5408,13013,298,1119,2522,178,3774,274,3130,996,2279,994,2106,6239,5423,1339,5491,3987
8631,1284,3,556,3281,848,308,449,249,3067,6469,487,2033,3680,1470,896,242,984,1291,1322,483,5433,929,1080,438,1370,1485,119,3452,8093,167,679,1622,35,1717,374,1437,648,1419,486,1416,3198,2126,774,2021,1903
8632,250,0,154,973,227,152,176,101,853,1640,60,364,904,271,137,63,154,341,60,103,940,178,151,128,269,443,25,580,1820,26,142,294,12,317,42,240,103,279,83,290,619,291,200,650,415
8633,1534,5,513,5673,1009,294,425,247,2696,7772,100,3430,6887,1517,1070,367,984,1368,968,847,5153,710,1309,1315,1218,1546,274,1958,7701,215,572,1377,29,2150,439,1257,596,1136,469,959,3460,2745,802,2532,2264
8634,1322,22,596,3791,1211,42,262,119,1307,4339,51,2347,4763,953,730,103,678,293,616,502,1765,518,1035,561,550,1473,203,1017,4016,37,559,1264,16,888,229,1427,270,799,26,368,377,1843,0,1099,696
8635,143,0,48,1479,298,87,112,136,601,1660,45,234,721,207,225,55,116,220,221,170,1308,190,127,240,130,441,42,677,1725,0,119,239,6,475,21,474,216,169,54,316,716,656,140,475,587
8636,608,87,78,1312,528,151,342,117,864,2935,95,1507,2652,454,352,114,257,336,409,244,1865,382,682,336,451,880,131,1160,2809,25,165,492,48,611,125,445,298,236,140,502,1123,821,274,916,715
8637,646,33,168,2749,905,168,361,61,1506,3579,124,1747,4119,324,269,301,441,879,596,330,2267,393,862,511,527,1146,243,1582,4109,39,258,700,60,1138,99,739,92,345,79,517,1288,1515,402,97,1277
8638,1311,27,364,4105,1082,417,326,146,1910,6208,175,2477,4226,1010,796,332,291,1050,824,570,4057,594,1468,912,1015,1286,241,1610,6107,158,432,1264,78,1888,152,1313,394,387,519,1259,2790,1716,714,1557,1771
8639,1521,104,372,5132,1493,408,523,222,2112,8408,14,3558,7321,1680,596,267,597,548,1686,511,4361,902,1838,1397,1016,1662,302,3203,7933,272,267,1356,142,2620,383,1311,769,1172,646,1432,698,2339,777,2258,1362
8640,1527,4,447,5336,2047,330,915,99,2523,6537,472,2788,6014,1148,810,308,683,1311,1115,643,4349,1100,1591,735,1089,1753,300,2538,9601,309,697,1697,56,2080,331,1542,705,1157,691,1530,3089,1853,681,1466,2090
8641,1082,0,601,6534,2263,339,363,439,4023,10649,1375,2135,5980,2233,1054,337,935,1606,1282,1136,6428,302,464,1667,1592,2515,194,4228,10431,79,933,2686,110,1629,78,1792,671,1791,344,2521,3494,3569,683,2786,3235
8642,412,22,173,1840,662,117,185,5,1155,3035,58,1054,2648,400,334,55,42,206,287,223,1989,246,360,307,200,528,65,867,2731,22,358,833,6,585,48,341,203,384,86,567,1224,930,148,480,1077
8643,556,176,246,3284,825,221,178,234,1905,3714,354,1510,4429,1001,760,192,334,671,689,391,3066,144,823,567,421,1248,138,1502,4030,29,463,899,56,1517,228,284,373,135,116,857,1650,1179,509,1442,1024
8644,1642,0,349,7391,2214,351,1371,253,2623,7676,192,650,3822,1022,1124,135,798,1602,758,944,4870,589,1233,359,1041,2317,457,1852,5506,144,1086,1462,10,1989,219,1285,654,1476,291,1823,3637,1033,821,1495,1613
8645,763,0,169,2639,513,239,277,192,1228,3969,109,1241,3437,273,724,176,183,700,595,391,2392,196,1143,508,369,582,52,1465,3649,41,458,111,139,1154,0,665,263,270,95,729,1643,1763,264,1099,996
8646,1337,1,232,3598,1056,224,52,69,849,5048,101,1932,5597,993,594,127,471,739,319,245,3212,358,1313,1166,527,867,55,2149,5661,33,249,1119,44,129,71,575,389,462,392,1128,1584,1344,345,1313,1106
8647,814,212,372,6652,904,204,359,438,2005,7207,221,2045,2327,1193,917,254,423,1477,501,558,4363,482,478,300,1026,1277,219,3170,7407,59,739,1828,0,1065,196,1037,461,1266,172,1133,3911,1299,353,1602,3026
8648,915,40,324,3339,1189,195,774,27,1591,5281,6,2730,6460,1436,878,238,169,776,812,459,3626,980,1113,705,1190,1617,317,1940,7052,86,735,1516,96,1239,89,790,370,963,296,1978,1874,1730,759,2431,1981
8649,158,3,55,1188,406,37,74,64,836,2479,36,589,1556,370,313,19,149,247,151,294,1344,70,357,95,149,434,20,894,1442,0,68,551,29,589,34,251,123,165,53,292,676,746,139,477,634
8650,2817,60,1386,9949,3037,774,1334,515,5604,17296,650,8149,16630,3311,1904,930,1290,2689,3197,1350,10919,1330,3839,2289,2712,3219,971,6122,17769,267,1658,4498,110,3578,513,3486,1170,2611,1012,4647,6819,7586,968,3942,4579
8651,521,24,294,1797,1015,189,315,326,2008,5163,147,966,2262,926,555,88,152,485,528,437,3424,494,458,210,824,693,96,1261,5186,62,396,959,0,806,155,908,262,736,101,1267,54,1745,275,1580,1719
8652,598,92,260,3409,1000,479,412,253,2070,5797,123,3410,5638,977,459,384,332,839,499,236,4323,191,1450,856,1214,1391,339,2415,5909,79,495,1111,14,1277,3,928,300,647,435,1313,594,1927,595,1584,943
8653,202,17,100,2139,966,46,19,224,1275,3804,346,683,1437,821,359,49,343,672,238,181,3057,266,283,662,346,910,94,1111,3978,19,272,780,0,680,50,433,182,541,52,791,1373,988,238,1343,935
